31,0.084336
62,0.080244
93,0.072224
124,0.38406
155,3.662832
186,3.730104
217,3.730104
248,3.730104
279,3.730104
310,3.73036
341,3.859268
372,3.709048
403,3.64728
434,3.69012
465,3.75338
496,3.711312
527,3.71152
558,3.679592
589,3.732424
620,3.784572
651,3.750156
682,3.784512
713,3.743344
744,3.745912
775,6.7385
806,9.336136
837,1.775548
868,0.023556
899,0.023556
930,0.023556
961,0.126568
992,3.738164
1023,3.738164
1054,3.738164
1085,3.738164
1116,3.73842
1147,3.73842
1178,3.744948
1209,3.686972
1240,3.683488
1271,3.683164
1302,3.715264
1333,3.757948
1364,3.70478
1395,3.768416
1426,3.739328
1457,3.776944
1488,3.77736
1519,3.711736
1550,3.762216
1581,3.731276
1612,9.059932
1643,9.362452
1674,0.023624
1705,0.023624
1736,0.023624
1767,0.022228
1798,3.66912
1829,3.736704
1860,3.736704
1891,3.736704
1922,3.736704
1953,3.73696
1984,3.816236
2015,3.72192
2046,3.694304
2077,3.683996
2108,3.705148
2139,3.68424
2170,3.7264
2201,3.70528
2232,3.716092
2263,3.789084
2294,3.766212
2325,3.82322
2356,3.74106
2387,3.725324
2418,4.701784
2449,9.33312
2480,6.00246
2511,0.023692
2542,0.023692
2573,0.023692
2604,0.069328
2635,0.07042
2666,0.094856
2697,0.087892
2728,0.078136
2759,0.077552
2790,24.700768
2821,28.060244
2852,33.122072
2883,33.2095
2914,33.2095
2945,43.071024
2976,43.599548
3007,43.685604
3038,43.997484
3069,43.998752
3100,44.002352
3131,44.121812
3162,44.167884
3193,44.170904
3224,1.402116
3255,24.922604
3286,28.576068
3317,33.20346
3348,33.211492
3379,33.211492
3410,43.08324
3441,43.607296
3472,43.69168
3503,43.9967
3534,43.99728
3565,44.020776
3596,44.123772
3627,44.167532
3658,44.169864
3689,1.400416
3720,25.268768
3751,29.330508
3782,33.217404
3813,33.223668
3844,34.770488
3875,43.096404
3906,43.597828
3937,43.705544
3968,43.98578
3999,43.98654
4030,44.04202
4061,44.111988
4092,44.157404
4123,44.159744
4154,0.066452
4185,0.066952
4216,0.067404
4247,0.093532
4278,0.08118
4309,0.08256
4340,0.075464
4371,3.7413
4402,5.151932
4433,7.483672
4464,7.8924
4495,8.0757
4526,8.122884
4557,8.110108
4588,8.147492
4619,8.19766
4650,8.246576
4681,8.501576
4712,8.729288
4743,8.756744
4774,8.744096
4805,8.818144
4836,8.924148
4867,9.02424
4898,9.201136
4929,9.394332
4960,9.372216
4991,9.408708
5022,9.443176
5053,9.423148
5084,9.466532
5115,9.50072
5146,9.496068
5177,9.519176
5208,4.779588
5239,4.200888
5270,5.38968
5301,7.59642
5332,7.9127
5363,8.0698
5394,8.068952
5425,8.126172
5456,8.216676
5487,8.215568
5518,8.243684
5549,8.658796
5580,8.731832
5611,8.721304
5642,8.729304
5673,8.77272
5704,8.92866
5735,9.009604
5766,9.223144
5797,9.410064
5828,9.423732
5859,9.42614
5890,9.43676
5921,9.43158
5952,9.47786
5983,9.521024
6014,9.60812
6045,9.602744
6076,0.395792
6107,4.892212
6138,6.624004
6169,7.79082
6200,8.043792
6231,8.055272
6262,8.107824
6293,8.116668
6324,8.217316
6355,8.250136
6386,8.252416
6417,8.736772
6448,8.737724
6479,8.757216
6510,8.770284
6541,8.86282
6572,9.026036
6603,9.149252
6634,9.382732
6665,9.427376
6696,9.42544
6727,9.431268
6758,9.44048
6789,9.484276
6820,9.5237
6851,9.515488
6882,9.586284
6913,9.635104
6944,0.069868
6975,0.071096
7006,0.07066
7037,0.071236
7068,0.069976
7099,0.072168
7130,0.071852
7161,0.071668
7192,0.084548
7223,0.086916
7254,0.092396
7285,0.082644
7316,0.084528
7347,0.078296
7378,2.205672
7409,10.004304
7440,12.670548
7471,24.008776
7502,27.18336
7533,32.010432
7564,32.4049
7595,32.030772
7626,32.7164
7657,32.732964
7688,32.818292
7719,32.640232
7750,32.729356
7781,32.83808
7812,32.889956
7843,32.670916
7874,32.603752
7905,2.496912
7936,10.005636
7967,12.661708
7998,23.843316
8029,29.30986
8060,32.215828
8091,32.384516
8122,31.913948
8153,32.6876
8184,32.941328
8215,32.827416
8246,32.545848
8277,32.734616
8308,32.83076
8339,32.642572
8370,32.820616
8401,31.55514
8432,2.780724
8463,10.011988
8494,12.71894
8525,19.19752
8556,29.910012
8587,32.097716
8618,32.21404
8649,32.293048
8680,32.332084
8711,32.82598
8742,32.893728
8773,32.45664
8804,32.701504
8835,32.776996
8866,32.875496
8897,33.10322
8928,31.2213
8959,0.068628
8990,0.067836
9021,0.067612
9052,0.067076
9083,0.067644
9114,0.078944
9145,0.101224
9176,0.086008
9207,0.086008
9238,0.078364
9269,1.529216
9300,9.201444
9331,10.806584
9362,22.095728
9393,27.208756
9424,28.342204
9455,26.532316
9486,27.588492
9517,27.006676
9548,26.89668
9579,26.366116
9610,27.1521
9641,26.95022
9672,26.710788
9703,26.576072
9734,26.213272
9765,26.90768
9796,27.642096
9827,27.751144
9858,27.532472
9889,27.908664
9920,27.596068
9951,28.05604
9982,28.425984
10013,27.665324
10044,27.79104
10075,5.390704
10106,1.699844
10137,9.270132
10168,11.60516
